,texto,sentimiento,texto_normalizado
15214,"Hola, soy Botín: Si no votas a los míos del #PPSOE prefiero que te abstengas o anules tu voto el #20N, no vaya a ser que votes a esos rojos",1,hol botin si vot ppso prefier absteng anul vot 20n vay ser vot roj
12048,"Una buena jugada se logra cuando todos los movimientos son exactos, un #MomentoExtra también. @Astro_Jose ""Friamente calculados Chapulín""",2,buen jug logr movimient exact momentoextr friament calcul chapulin
5985,Con mas de 400 mujeres en el acto para la igualdad @ppmalaga #elcambioandaluz http://t.co/dnw71q2G,2,mas 400 mujer acto iguald elcambioandaluz
6217,"Saludo especial a mis twitteros. Paula Vázquez: ""Tengo muy claro que no vamos a defraudar"" http://t.co/NIt4hFJI vía @antena3com",2,salud especial twitter paul vazquez clar vam defraud
9671,"Navidad 2015, Navidad 2016... No diré más!!! Pobre de ti... Sin Cerebro",1,navid 2015 navid 2016 ... dir pobr ... cerebr
5912,Día para el transporte público y para Bach. No necesariamente por este orden. http://t.co/WTmuOKcN,0,dia transport public bach necesari orden
32,Soy consciente de que estamos pidiendo un gran esfuerzo a las familias castellanomanchegas.,1,conscient pid gran esfuerz famili castellanomancheg
12056,La inspiración en las respuestas bonitas no es su fuerte por lo que veo,1,inspir respuest bonit fuert veo
13879,"No es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aquí y el ahora, donde todo es posible",0,ayer futur determin sin hac aqu ahor posibl
5970,Tarifa es una localidad de referencia internacional del turismo en la provincia de Cádiz y necesita de 1 apuesta firme de la Admon. andaluza,2,tarif local referent internacional turism provinci cadiz necesit 1 apuest firm admon andaluz
1336,"Buenas noches familia! Os deseo siempre lo mejor,y siempre daré gracias por  el regalo que es teneros a vosotros a mi lado!!! Os quiero!!!",2,buen noch famili dese siempr mejor siempr dar graci regal tener lad quier
16130,"los socialistas sabemos trabajar, nacimos para defender a los trabajadores. La unica batalla q se pierde es la que no se da! @conRubalcaba",2,social sab trabaj nac defend trabaj unic batall q pierd da
16419,Escribo rápido y cometo errores....deben ser demasiadas horas en la brecha...la ocasión lo vale y #cadavotovale para #upyd,0,escrib rap comet error ... deb ser demasi hor brech ... ocasion val cadavotoval upyd
15317,"Joder, que no se pongan a hablar en catalan en el mitin del @PSOE que no me entero de ná!",1,jod pong habl catal mitin enter na
13570,"@EstefaniaM siempre habrá algo amiga, pero con el tiempo lo superas y pierden importancia",2,siempr amig tiemp super pierd import
8984,"@DraHongo y son adorables, pero diay... Ya no hay nada que hacer",0,ador diay ... hac
6301,Si conseguimos la holgada mayoría que necesita el CAMBIO trabajaremos desde el minuto uno para ganar la partida al PARO y a la CRISIS.,2,si consegu holg mayor necesit cambi trabaj minut gan part par crisis
1610,Esta noche el gazpacho Alvalle simplemente no procede...,1,noch gazpach alvall simplement proced ...
939,"De camino a intereconomia, telediario con @PilarGGranja , 15.00: discurso de investidura.",0,camin intereconomi telediari 15.00 discurs investidur
16736,"¿A quién? Con permiso de Manolo García: ""Me siento hoy como un halcón llamado a las filas de la insurrección"". #rebélate @iunida @jcoscu",2,¿ quien permis manol garc sient hoy halcon llam fil insurreccion rebelat
9625,@Jorge68639143 vaaayaaa! Y no necesitó de psicólogo como Gignac,0,vaaayaa necesit psicolog gignac
4023,Siempre pido que los añadan “@eliadosom: ¿te cuesta mucho encontrar pantalones para tirantes de botón? A mí muchísimo.”,1,siempr pid añad “ ¿ cuest encontr pantalon tirant boton muchisim ”
16795,Hoy es el último día de campaña electoral y todavía no he decidido si votar a @ProyectoEquo o a @iunida #queproblemamasgrandetengo,0,hoy ultim dia campañ electoral todav decid si vot queproblemamasgrandeteng
14832,#DebateXtuEDUCACION con @psoe han aumentado las becas y se ha facilitado el acceso de todos a la educación,2,debatextueduc aument bec facilit acces educ
10810,"@DaniRS95 somos el PACMA, a todos caemos bien pero nadie nos quiere.

Lloremos juntos ",1,pacm caem bien nadi quier llor junt
13175,@dbmansilla eso dalo por hecho,0,dal hech
745,La población española se estanca http://t.co/Yoy6GG25,1,poblacion español estanc
4083,El Gobierno presenta la reforma laboral a los agentes sociales http://t.co/uBenEnoV,0,gobiern present reform laboral agent social
15324,#Súmatealcambio #VotaPP Porque Andalucía es la última región de Europa y los del @psoe se acuerdan de nosotros solo para votos.,0,sumatealcambi votapp andaluc ultim region europ acuerd sol vot
3270,"Venga, animaos. RT @julietajuan1: Os animo a votar a mi amigo @paugasol y al resto de españoles (cont) http://t.co/p5aNwL5U",2,veng anima rt anim vot amig rest español cont
5582,@javierarenas_pp y el @ppandaluz se comprometen con Cádiz y su Sierra a desdoblar la conexión Arcos-Antequera. #votaPP #votaJavierArenas.,2,compromet cadiz sierr desdobl conexion arcos-antequer votapp votajavieraren
2877,4/ lo invertido en éllos es aprovechable. Como no se ha producido el inicio ni establecimiento de la actividad el Ayto reclama la devolución,0,4 invert ellos aprovech produc inici establec activ ayto reclam devolu
7086,Apagué encendí y restaure red y parece que va mejor... Mil gracias a todos,2,apag encend restaur red parec va mejor ... mil graci
4701,@PauladeLasHeras pero no estaban juntos en el texto contra ETA que UPyD impidió votar? Los demás grupos no se plantan contra la injusticia?,1,junt text eta upyd impid vot demas grup plant injustici
1741,"El programa es en directo, sí, y los avances los representamos cada vez que se emiten.",0,program direct avanc represent cad vez emit
11022,Como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ,2,aprueb si suspend pas voy mont fiest par beb k hig revient
9394,"@TereSantana_ No puedo con esto, es la encuesta más difícil que he visto",1,pued encuest dificil vist
2651,"Soraya habla de ""simplificación"" de la diversidad de contratos, pero no de ""contrato único"" como decía De Guindos en WSJ",0,soray habl simplif divers contrat contrat unic dec guind wsj
11456,@josey_dani ¡Qué pintaza! Tanto la chistorra como el lomo son productos deliciosos. Probaremos vuestra sugerencia en frío y en bocadillo ,2,¡ pintaz chistorr lom product delici prob sugerent fri bocadill
14519,"Tanto ritmo en el restaurant #DonMarcelo Si vienes a #Cusco, no olvides visitarlo @ Plaza de…",0,ritm restaurant donmarcel si vien cusc olvid visit plaz …
5646,Hoy reunión con hosteleros del #CentroHistorico #elcambioandaluz (@ Cafe Central) [pic]: http://t.co/7bEst9gC,0,hoy reunion hosteler centrohistor elcambioandaluz caf central pic ]:
8052,Usted se quiebra la pierna y va al hospital y el diagnóstico que t daran es que es un posible virus y tenes las defensas bajas,1,usted quiebr piern va hospital diagnost t dar posibl virus ten defens baj
3002,En Berlin esperando la llegada de Rajoy a la Cancillería para reunirse con Merkel. Mucho frío. http://t.co/hUOKNZoI,0,berlin esper lleg rajoy cancill reun merkel fri
1821,"Se ha montado la de Dios! A ver: habrá que sortearlo, o algo...",1,mont dios ver sort ...
10352,Creo que no enseñan griego en el departamento de lenguas extranjeras,0,cre enseñ grieg departament lengu extranjer
1330,"No se han cometido ""errores individuales o colectivos"". Ha sido un saqueo de recursos privados y públicos para enriquecimiento de algunos.",1,comet error individual colect sid saque recurs priv public enriquec
14549,Me sancocho csm si las van tendrían ventana todo seria mejor,1,sancoch csm si van ventan seri mejor
957,Rubalcaba le dice a Rajoy que tiene sospechas de que puede recortar derechos. Rajoy ni le mira. #investidura,1,rubalc dic rajoy sospech pued recort derech rajoy mir investidur
2110,"#ChacónenLaSER: ""No hacerle daño a mi partido es lo que me ha llevado a Reaccionar""",2,chaconenlas hac dañ part llev reaccion
11521,"@Tyucan1 lo mismo puedo decir de tu fanart  y por cierto, tu cómic, muy divertido!",2,mism pued dec fanart ciert comic divert
13766,@davidernestoz yo te veo bonito,2,veo bonit
4691,"Un muerto y 8 heridos graves en un accidente de tráfico en Ávila. Al parecer, aún,hay personas atrapadas.Hay un autobus escolar implicado",1,muert 8 her grav accident trafic avil parec aun person atrapadas.hay autobus escol implic
15750,@alvarorodilla @conRubalcaba @CarmeChacon2011 Pues no sé cómo se van a arreglar si ya no podemos retroceder más.Ya hemos retrocedido todo,1,pues se com van arregl si pod retroced retroced
1660,"Mirando al 38 Congreso, a las elecciones y a la calle. Carlos Mulas en  @el_pais http://t.co/KrFmpmUZ",0,mir 38 congres eleccion call carl mul
16448,"@Martin191919 cada uno es libre de votar a quien quiera, pero votar al PP pensando q se solucionarán los problemas.., existen IU, @UPyD, PA",2,cad libr vot quier vot pp pens q solucion problem .. exist iu pa
8926,@charito_garcia_ Pues es un buen momento para hacerlo!,2,pues buen moment hac
7291,"El último libro q he leído es El cambio sensato @Albert_Rivera, El dilema d España @lugaricano  y Jaque al rey @LuisSalvador #DiaDelLibroCs ",0,ultim libr q leid cambi sensat dilem d españ jaqu rey diadellibrocs
14155,Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo,1,lastim estren star wars voy termin relacion fin pent runners sorpres
15916,"@conRubalcaba No vais a erradicar el mal en el mundo, así en general, por mucho que os lo curréis. En serio.",1,vais erradic mal mund asi general curr seri
12660,@BrunaSosa7 @JuaneMartinez17 Ayyy vidaaa. Bueno te dejo juane ya no da para mas. Fue lindo mientras duró,0,ayyy vidaa buen dej juan da mas lind mientr dur
655,"interesante Tribuna .""Proyecto, credibilidad y partido"". http://t.co/S74KHXYw",2,interes tribun proyect credibil part
14377,"Pero qué rico es dormir hasta las 9'41 am , te sientes tan vago",0,ric dorm 9 41 am sient tan vag
12903,@virginiagy8 lástima que no podemos decir lo mismo de la otra Ámsterdam,1,lastim pod dec mism amsterdam
16523,"La lucha de @UPyD no es con arengas nacionalistas ni falsas promesas: tan sólo la voz de los ciudadanos, su opinión y cómo atenderles.",2,luch areng nacional fals promes tan sol voz ciudadan opinion com atend
12000,@caami_chiappini lo q me faltaba me vino la desgracia de cada mes JAJAJAJAJAJAJJAJAJAJA LPM ESTOY PAL CARAJO,1,q falt vin desgraci cad mes jajajajajajajjajajaj lpm pal caraj
9331,"Fui a pedir informes del Cross Fit comiendo un Blizzard, por qué así somos de hipócritas los gordos",1,ped inform cross fit com blizzard asi hipocrit gord
8204,Con mi tamaño y una tractora se atrevió a usurpar mi espacio personal en el bus. Nada las detiene; parezco una sardina.,1,tamañ tractor atrev usurp espaci personal bus detien parezc sardin
2199,"¿Qué tienen en común Angola, Georgia, Montenegro y la Comunidad Valenciana? Su deuda tiene la misma nota para Moody's http://t.co/VKwc6v7K",1,¿ comun angol georgi montenegr comun valencian deud mism not moody's
2960,"Yo creo que no es posible resetear el linchamiento a Camps. Y el juez y el fiscal quedan libres, sin cargos. Vale.",1,cre posibl reset linchamient camps juez fiscal qued libr carg val
4640,,0,
2399,Dos figuras ahora en cartel!#lachispadelavida http://t.co/2qRxfc8D,2,dos figur ahor cartel lachispadelav
5487,Con los medicamentos también se pueden hacer negocios vomitivos. La trama de Dorribo. http://t.co/SC3qtrmz,1,medicament pued hac negoci vomit tram dorrib
15553,"recordad a la gente que el PP que se opusieron a la devolución de los documentos robados a Catalunya, #MarianoNo, #conRubalcaba",0,record gent pp opus devolu document rob cataluny marianon conrubalc
13640,"No vayan por la Av Brasil está cerrada y no le echen la culpa a PPK, el quiso que se haga en el central Park el desfile",0,vay av brasil cerr echen culp ppk quis hag central park desfil
7793,@agarzon Nada raro: Un 25% cree que el PP arreglará la economía. ,2,rar 25 cre pp arregl econom
7478,En antiguo Banco España #Ourense @sanchezcastejon y @jrgomezbesteiro acompañando a @Javbarquero y su candidatura http://t.co/h8Ner0PNly ,0,antigu banc españ ourens acompañ candidatur
15143,"@marianorajoy @Prometheus_1 Como al los grandes partidos políticos, que ya se financian la campaña con favores a bancos",0,grand part polit financi campañ favor banc
12205,"X un error ""inexcusable"" d un fiscal y una jueza q absolvieron a un pedofilo,ellos fueron trasladados y no sancionados. Justicia? No hay.",1,x error inexcus d fiscal juez q absolv pedofil traslad sancion justici
1405,"@ristomejide Que envidia Risto, solo recibes muestras de cariño ;)Feliz año nuevo! (ya sabes que voy siempre a la vanguardia)",2,envidi rist sol recib muestr cariñ ;) feliz año nuev sab voy siempr vanguardi
9346,"@aleidaleman JAJAJA lo sé, pero como quiera me cayó el saco, soy de esas bueno, depende la persona tmb jajaja",2,jajaj se quier cay sac buen depend person tmb jajaj
2625,Bienvenido @VargasLlosaM Celebro encontrarte aquí también. Besos.,2,bienven celebr encontrart aqu bes
10865,@beautyblog_es @isasaweis @_ANAMILAN_ ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?😀😀😀,2,ohhh ser divert imagin hombr vet 😀 😀 😀
15430,La gente del PP se vuelve loca en Sevilla cuando presentan a Arenas y @marianorajoy como prox ptes de Andalucia y España #camPPaña,0,gent pp vuelv loc sevill present aren prox ptes andaluci españ camppañ
15952,"Se equivocaron en la cuenta, me cobraron de más. Al regresar para subsanar el error me miraron con mala cara. No entendieron el gesto. #20N",0,equivoc cuent cobr regres subsan error mir mal car entend gest 20n
13706,Querer alguien que no te quiere es como intentar volar con un ala rota. ..................................,1,quer algui quier intent vol ala rot . ...
3148,Pu pido ordeno investigar las supuestas torturas a etarras a pesar celos archivos judiciales. Hoy en Gaceta,1,pu pid orden investig supuest tortur etarr pes cel archiv judicial hoy gacet
12760,Digamos que se me hizo un poquiiiito tarde leyendo noticias y escribiendo algo. Será hasta mañana,1,dig hiz poquiiit tard leyend notici escrib mañan
12913,Paro de transporte en Montevideo hasta las 22:00 horas por agresión a ómnibus por el clásico,0,par transport montevide 22:00 hor agresion omnibus clasic
11622,@remardifuck a mi ya se me fueron los 2gb ,1,2gb
10651,Empezando el día con una de mis canciones favoritas,2,empez dia cancion favorit
2873,Es bueno q un Gobierno regional elija Twitter y Facebook para dar a conocer a un nuevo consejero?,0,buen q gobiern regional elij twitt facebook dar conoc nuev consejer
14393,@catiquinto feliz dia de los inocentes... por otro lado tienes tiempo pa salir,0,feliz dia inocent ... lad tiemp pa sal
