,texto,sentimiento,texto_normalizado
15552,". @Asoensation ¿pagar impuestos es ""que te roben""?, no sé si he entendido bien @alexizag @iunida",0,   ¿ pagar impuesto robar si entendido bien
7384,". @CiudadanosCs ¿me podéis explicar por q presentáis a una ""catalanista"" a la presidencia de la GValenciana? http://t.co/Zswvz3eTBI ",1,   ¿ podeis explicar q presentais catalanista presidencia gvalenciana
9124,Cada vez que veo a esa muchacha está más guapa,2,cada vez ver muchacha mas guapo
9896,"Eres bien divertida y me das mucha risa, siempre andas de buenas y eso me agrada, eres muy buena persona, ya no tengas tantos crushes",2,bien divertido dar risa siempre andas buenas agradar bueno persona tener crushes
3126,"Frio pero precioso! Eso si, nos hemos dejado el alma para subir hasta el castillo de Heidelberg ! http://t.co/qpQA9N3f",0,frio precioso si dejar alma subir castillo heidelberg
1156,"¿Habrá mañana ""momento Clos"" (ese desastroso ministro de Industria que prometió el cargo como ministro de Justicia)?",1,¿ habra mañana momento clos desastroso ministro industria prometio cargo ministro justicia
15214,"Hola, soy Botín: Si no votas a los míos del #PPSOE prefiero que te abstengas o anules tu voto el #20N, no vaya a ser que votes a esos rojos",1,hola botin si votas mios ppsoe preferir abstener anules voto n vaya ser votes rojo
12048,"Una buena jugada se logra cuando todos los movimientos son exactos, un #MomentoExtra también. @Astro_Jose ""Friamente calculados Chapulín""",2,bueno jugado lograr movimiento exactos momentoextra tambien friamente calculado chapulin
5985,Con mas de 400 mujeres en el acto para la igualdad @ppmalaga #elcambioandaluz http://t.co/dnw71q2G,2,mas mujer acto igualdad elcambioandaluz
6217,"Saludo especial a mis twitteros. Paula Vázquez: ""Tengo muy claro que no vamos a defraudar"" http://t.co/NIt4hFJI vía @antena3com",2,saludo especial twitteros paula vazquez tener claro vamos defraudar
9671,"Navidad 2015, Navidad 2016... No diré más!!! Pobre de ti... Sin Cerebro",1,navidad navidad dire mas pobre cerebro
5912,Día para el transporte público y para Bach. No necesariamente por este orden. http://t.co/WTmuOKcN,0,dia transporte publico bach necesariamente orden
32,Soy consciente de que estamos pidiendo un gran esfuerzo a las familias castellanomanchegas.,1,consciente pedir gran esfuerzo familia castellanomanchego
12056,La inspiración en las respuestas bonitas no es su fuerte por lo que veo,1,inspiracion respuesta bonito fuerte ver
13879,"No es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aquí y el ahora, donde todo es posible",0,ayer futuro determinar sino hacer aqui ahora posible
5970,Tarifa es una localidad de referencia internacional del turismo en la provincia de Cádiz y necesita de 1 apuesta firme de la Admon. andaluza,2,tarifa localidad referencia internacional turismo provincia cadiz necesitar apuesta firme admon andaluz
1336,"Buenas noches familia! Os deseo siempre lo mejor,y siempre daré gracias por  el regalo que es teneros a vosotros a mi lado!!! Os quiero!!!",2,buenas noche familia desear siempre mejory siempre dar gracia regalo teneros lado querer
16130,"los socialistas sabemos trabajar, nacimos para defender a los trabajadores. La unica batalla q se pierde es la que no se da! @conRubalcaba",2,socialista saber trabajar nacer defender trabajador unica batalla q perder dar
16419,Escribo rápido y cometo errores....deben ser demasiadas horas en la brecha...la ocasión lo vale y #cadavotovale para #upyd,0,escribir rapido cometo erroresdeben ser demasiado horas brechala ocasion vale cadavotovale upyd
15317,"Joder, que no se pongan a hablar en catalan en el mitin del @PSOE que no me entero de ná!",1,joder poner hablar catalan mitin enterar na
13570,"@EstefaniaM siempre habrá algo amiga, pero con el tiempo lo superas y pierden importancia",2,siempre habra amigo tiempo superas perder importancia
8984,"@DraHongo y son adorables, pero diay... Ya no hay nada que hacer",0,adorable diay hacer
6301,Si conseguimos la holgada mayoría que necesita el CAMBIO trabajaremos desde el minuto uno para ganar la partida al PARO y a la CRISIS.,2,si conseguir holgado mayoria necesitar cambio trabajar minuto ganar partida paro crisis
1610,Esta noche el gazpacho Alvalle simplemente no procede...,1,noche gazpacho alvalle simplemente proceder
939,"De camino a intereconomia, telediario con @PilarGGranja , 15.00: discurso de investidura.",0,camino intereconomia telediario     discurso investidura
16736,"¿A quién? Con permiso de Manolo García: ""Me siento hoy como un halcón llamado a las filas de la insurrección"". #rebélate @iunida @jcoscu",2,¿ permiso manolo garcia sentar hoy halcon llamado fila insurreccion rebelate
9625,@Jorge68639143 vaaayaaa! Y no necesitó de psicólogo como Gignac,0,vaaayaaa necesitar psicologo gignac
4023,Siempre pido que los añadan “@eliadosom: ¿te cuesta mucho encontrar pantalones para tirantes de botón? A mí muchísimo.”,1,siempre pedir añadir “ ¿ cuesta encontrar pantalones tirante boton muchisimo ”
16795,Hoy es el último día de campaña electoral y todavía no he decidido si votar a @ProyectoEquo o a @iunida #queproblemamasgrandetengo,0,hoy ultimo dia campaña electoral todavia decidir si votar queproblemamasgrandetengo
14832,#DebateXtuEDUCACION con @psoe han aumentado las becas y se ha facilitado el acceso de todos a la educación,2,debatextueducacion aumentar beca facilitar acceso educacion
10810,"@DaniRS95 somos el PACMA, a todos caemos bien pero nadie nos quiere.

Lloremos juntos ",1,"pacma caer bien nadie querer 

 llorar junto"
13175,@dbmansilla eso dalo por hecho,0,dalo hecho
745,La población española se estanca http://t.co/Yoy6GG25,1,poblacion español estancar
4083,El Gobierno presenta la reforma laboral a los agentes sociales http://t.co/uBenEnoV,0,gobierno presentar reforma laboral agente social
15324,#Súmatealcambio #VotaPP Porque Andalucía es la última región de Europa y los del @psoe se acuerdan de nosotros solo para votos.,0,sumatealcambio votapp andalucia ultima region europa acordar solo voto
3270,"Venga, animaos. RT @julietajuan1: Os animo a votar a mi amigo @paugasol y al resto de españoles (cont) http://t.co/p5aNwL5U",2,venir animaos rt animo votar amigo resto español cont
5582,@javierarenas_pp y el @ppandaluz se comprometen con Cádiz y su Sierra a desdoblar la conexión Arcos-Antequera. #votaPP #votaJavierArenas.,2,comprometer cadiz sierra desdoblar conexion arcosantequera votapp votajavierarenas
2877,4/ lo invertido en éllos es aprovechable. Como no se ha producido el inicio ni establecimiento de la actividad el Ayto reclama la devolución,0,invertido aprovechable producir inicio establecimiento actividad ayto reclamar devolucion
7086,Apagué encendí y restaure red y parece que va mejor... Mil gracias a todos,2,apagar encendi restaure red parecer ir mejor mil gracia
4701,@PauladeLasHeras pero no estaban juntos en el texto contra ETA que UPyD impidió votar? Los demás grupos no se plantan contra la injusticia?,1,junto texto eta upyd impidio votar demas grupo plantar injusticia
1741,"El programa es en directo, sí, y los avances los representamos cada vez que se emiten.",0,programa directo si avances representar cada vez emitir
11022,Como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ,2,aprobar si suspender paso voy montar fiesta parar beber k higado reviente
9394,"@TereSantana_ No puedo con esto, es la encuesta más difícil que he visto",1,poder encuesta mas dificil visto
2651,"Soraya habla de ""simplificación"" de la diversidad de contratos, pero no de ""contrato único"" como decía De Guindos en WSJ",0,soraya habla simplificacion diversidad contrato contrato unico decia guindo wsj
11456,@josey_dani ¡Qué pintaza! Tanto la chistorra como el lomo son productos deliciosos. Probaremos vuestra sugerencia en frío y en bocadillo ,2,¡ pintaza chistorra lomo producto delicioso probar sugerencia frio bocadillo
14519,"Tanto ritmo en el restaurant #DonMarcelo Si vienes a #Cusco, no olvides visitarlo @ Plaza de…",0,ritmo restaurant donmarcelo si venir cusco olvides visitarlo plaza …
5646,Hoy reunión con hosteleros del #CentroHistorico #elcambioandaluz (@ Cafe Central) [pic]: http://t.co/7bEst9gC,0,hoy reunion hostelero centrohistorico elcambioandaluz cafe central pic
8052,Usted se quiebra la pierna y va al hospital y el diagnóstico que t daran es que es un posible virus y tenes las defensas bajas,1,usted quiebra pierna ir hospital diagnostico t dar posible virus tenes defensa bajas
3002,En Berlin esperando la llegada de Rajoy a la Cancillería para reunirse con Merkel. Mucho frío. http://t.co/hUOKNZoI,0,berlin esperar llegada rajoy cancilleria reunirse merkel frio
1821,"Se ha montado la de Dios! A ver: habrá que sortearlo, o algo...",1,montar dios ver habra sortearlo
10352,Creo que no enseñan griego en el departamento de lenguas extranjeras,0,creer enseñar griego departamento lengua extranjero
1330,"No se han cometido ""errores individuales o colectivos"". Ha sido un saqueo de recursos privados y públicos para enriquecimiento de algunos.",1,cometido error individual colectivo sido saqueo recursos privados publicos enriquecimiento algún
14549,Me sancocho csm si las van tendrían ventana todo seria mejor,1,sancochar csm si van tendrian ventana serio mejor
957,Rubalcaba le dice a Rajoy que tiene sospechas de que puede recortar derechos. Rajoy ni le mira. #investidura,1,rubalcar decir rajoy tener sospecha puede recortar derecho rajoy mirar investidura
2110,"#ChacónenLaSER: ""No hacerle daño a mi partido es lo que me ha llevado a Reaccionar""",2,chaconenlaser hacerle daño partido llevar reaccionar
11521,"@Tyucan1 lo mismo puedo decir de tu fanart  y por cierto, tu cómic, muy divertido!",2,mismo puedo decir fanart cierto comic divertido
13766,@davidernestoz yo te veo bonito,2,ver bonito
4691,"Un muerto y 8 heridos graves en un accidente de tráfico en Ávila. Al parecer, aún,hay personas atrapadas.Hay un autobus escolar implicado",1,muerto herido grave accidente trafico avila parecer aunhay persona atrapadashay autobus escolar implicado
15750,@alvarorodilla @conRubalcaba @CarmeChacon2011 Pues no sé cómo se van a arreglar si ya no podemos retroceder más.Ya hemos retrocedido todo,1,    pues van arreglar si podemos retroceder masya retroceder
1660,"Mirando al 38 Congreso, a las elecciones y a la calle. Carlos Mulas en  @el_pais http://t.co/KrFmpmUZ",0,mirar congreso elección calle carlos mulas   
16448,"@Martin191919 cada uno es libre de votar a quien quiera, pero votar al PP pensando q se solucionarán los problemas.., existen IU, @UPyD, PA",2,cada libre votar querer votar pp pensar q solucionar problema existir iu pa
8926,@charito_garcia_ Pues es un buen momento para hacerlo!,2,pues buen momento hacerlo
7291,"El último libro q he leído es El cambio sensato @Albert_Rivera, El dilema d España @lugaricano  y Jaque al rey @LuisSalvador #DiaDelLibroCs ",0,ultimo libro q leido cambio sensato dilema d españa    jaque rey diadellibrocs
14155,Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo,1,lastima estreno star wars voy terminar relacionar fin penta runners sorpresivo
15916,"@conRubalcaba No vais a erradicar el mal en el mundo, así en general, por mucho que os lo curréis. En serio.",1,ir erradicar mal mundo asi general curreis serio
12660,@BrunaSosa7 @JuaneMartinez17 Ayyy vidaaa. Bueno te dejo juane ya no da para mas. Fue lindo mientras duró,0,   ayyy vidaaa bueno dejar juane dar mas lindar mientras duro
655,"interesante Tribuna .""Proyecto, credibilidad y partido"". http://t.co/S74KHXYw",2,interesante tribuna proyecto credibilidad partido
14377,"Pero qué rico es dormir hasta las 9'41 am , te sientes tan vago",0,rico dormir am sentar tan vago
12903,@virginiagy8 lástima que no podemos decir lo mismo de la otra Ámsterdam,1,lastima podemos decir mismo amsterdam
16523,"La lucha de @UPyD no es con arengas nacionalistas ni falsas promesas: tan sólo la voz de los ciudadanos, su opinión y cómo atenderles.",2,lucha arengas nacionalista falso promesa tan solo voz ciudadano opinion atenderles
12000,@caami_chiappini lo q me faltaba me vino la desgracia de cada mes JAJAJAJAJAJAJJAJAJAJA LPM ESTOY PAL CARAJO,1,q faltar venir desgracia cada mes jajajajajajajjajajaja lpm pa l carajo
9331,"Fui a pedir informes del Cross Fit comiendo un Blizzard, por qué así somos de hipócritas los gordos",1,pedir informes cross fit comer blizzard asi hipocritas gordo
8204,Con mi tamaño y una tractora se atrevió a usurpar mi espacio personal en el bus. Nada las detiene; parezco una sardina.,1,tamaño tractora atrevio usurpar espacio personal bus detener parecer sardina
2199,"¿Qué tienen en común Angola, Georgia, Montenegro y la Comunidad Valenciana? Su deuda tiene la misma nota para Moody's http://t.co/VKwc6v7K",1,¿ tener comun angola georgia montenegro comunidad valenciano deuda tener mismo nota moodys
2960,"Yo creo que no es posible resetear el linchamiento a Camps. Y el juez y el fiscal quedan libres, sin cargos. Vale.",1,creer posible resetear linchamiento camps juez fiscal quedar libre cargo vale
4640,,0,
2399,Dos figuras ahora en cartel!#lachispadelavida http://t.co/2qRxfc8D,2,dos figura ahora cartellachispadelavida
5487,Con los medicamentos también se pueden hacer negocios vomitivos. La trama de Dorribo. http://t.co/SC3qtrmz,1,medicamento tambien pueden hacer negocio vomitivo trama dorribo
15553,"recordad a la gente que el PP que se opusieron a la devolución de los documentos robados a Catalunya, #MarianoNo, #conRubalcaba",0,recordad gente pp oponer devolucion documento robado catalunya marianono conrubalcar
13640,"No vayan por la Av Brasil está cerrada y no le echen la culpa a PPK, el quiso que se haga en el central Park el desfile",0,ir av brasil cerrado echar culpa ppk querer hacer central park desfile
7793,@agarzon Nada raro: Un 25% cree que el PP arreglará la economía. ,2,raro creer pp arreglar economia
7478,En antiguo Banco España #Ourense @sanchezcastejon y @jrgomezbesteiro acompañando a @Javbarquero y su candidatura http://t.co/h8Ner0PNly ,0,antiguo banco españa ourense acompañar candidatura
15143,"@marianorajoy @Prometheus_1 Como al los grandes partidos políticos, que ya se financian la campaña con favores a bancos",0,   grande partido politicos financiar campaña favor banco
